,Listing,Price,SQMUP,Room Info,Area,Location,Ads
2400,"Mieszkanie na sprzedaż, Wwa, Praga Północ, Okrzei",799 000 ,21 194 ,2 ,37.7  ,"ul. Stefana Okrzei, Stara Praga, Praga-Północ, Warszawa, mazowieckie",Oferta prywatna
2401,3 POKOJE + garaż,990 000 ,15 231 ,3 ,65  ,"ul. Edwarda Habicha, Szamoty, Ursus, Warszawa, mazowieckie",Oferta prywatna
2402,"Bezpośr. - Powiśle, ul. Okrąg, 3 pokoje do wejścia",835 000 ,17 957 ,3 ,46.5  ,"ul. Okrąg, Solec, Śródmieście, Warszawa, mazowieckie",Oferta prywatna
2403,3-POKOJE + balkon __ Płochocińska __ BEZPOŚREDNIO,586 635 ,9115 ,3 ,64.36  ,"ul. Płochocińska, Szamocin, Białołęka, Warszawa, mazowieckie",ATAL S.A.Inwestycja deweloperska
2404,PŁOCHOCIŃSKA - 3-pokoje ~ Bezpośrednio ~ ATAL S.A.,"573 425,59 ",9018 ,3 ,63.59  ,"ul. Płochocińska, Szamocin, Białołęka, Warszawa, mazowieckie",ATAL S.A.Inwestycja deweloperska
2405,ZAKĄTEK HARMONIA 3-pokoje ul. Płochocińska,567 910 ,8965 ,3 ,63.35  ,"ul. Płochocińska, Szamocin, Białołęka, Warszawa, mazowieckie",ATAL S.A.Inwestycja deweloperska
2406,3-POKOJOWE MIESZKANIE - Nowe Osiedle Płochocińska,579 213 ,9005 ,3 ,64.32  ,"ul. Płochocińska, Szamocin, Białołęka, Warszawa, mazowieckie",ATAL S.A.Inwestycja deweloperska
2407,3 pokojowe mieszkanie na bielanach osiedle Piaski,1 190 000 ,17 000 ,3 ,70  ,"ul. płk. Mieczysława Niedzielskiego ""Żywiciela"", Piaski, Bielany, Warszawa, mazowieckie",Oferta prywatna
2408,"2 pokoje 51,1 m2, 15 minut do centrum Warszawy",619 000 ,12 114 ,2 ,51.1  ,"ul. Grawerska, Nowy Rembertów, Rembertów, Warszawa, mazowieckie",Biuro nieruchomości
2409,Atrakcyjne 2 pokojowe mieszkanie przy Promenadzie,595 000 ,12 768 ,2 ,46.6  ,"Gocław, Praga-Południe, Warszawa, mazowieckie",4 Ściany Sp. z o.o.Biuro nieruchomości
2410,Przytulna kawalerka na sprzedaż na Pradze Południe,499 000 ,17 821 ,2 ,28  ,"ul. Grochowska, Grochów, Praga-Południe, Warszawa, mazowieckie",Oferta prywatna
2411,✅ Przestronna Kawalerka / metro Młynów / gotowa,495 000 ,14 688 ,1 ,33.7  ,"Ulrychów, Wola, Warszawa, mazowieckie",Biuro nieruchomości
2412,Nowe 2 pokoje z parkingem w Miasteczku Wilanów,835 000 ,23 554 ,2 ,35.45  ,"ul. Oś Królewska, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",G&T ALLIANCEBiuro nieruchomości
2413,Mokotów/3 pokoje/zieleń/cisza/ Metro Służew,865 500 ,15 000 ,3 ,57.7  ,"ul. Sonaty, Służew, Mokotów, Warszawa, mazowieckie",ADAMPOLSKI-NIERUCHOMOŚCI S.C.Biuro nieruchomości
2414,Wilanów ul. Sarmacka Royal Residence Bez Prowizji,1 698 000 ,20 458 ,4 ,83  ,"ul. Sarmacka, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",Biuro nieruchomości
2415,Apartament z ogródkiem do wprowadzenia się.,998 000 ,13 212 ,3 ,75.54  ,"ul. Strzygłowska, Nadwiśle, Wawer, Warszawa, mazowieckie",MAXON NieruchomościBiuro nieruchomości
2416,Przytulna i stylowa kawalerka w Warszawie.,527 000 ,15 873 ,1 ,33.2  ,"ul. Posag 7 Panien, Szamoty, Ursus, Warszawa, mazowieckie",MAXON NieruchomościBiuro nieruchomości
2417,Nowoczesny apartament w wysokim standardzie!,1 125 000 ,15 957 ,3 ,70.5  ,"Wyczółki, Ursynów, Warszawa, mazowieckie",Sadyba MetrohouseBiuro nieruchomości
2418,3-pokojowe mieszkanie na Bielanach,699 000 ,11 573 ,3 ,60.4  ,"ul. Renesansowa, Chomiczówka, Bielany, Warszawa, mazowieckie",WESTATE PRAGABiuro nieruchomości
2419,3-pokojowe mieszkanie 61m2 + balkon Bezpośrednio,Zapytaj o cenę3 pokoje61.97 m²,,,,"ul. Namysłowska, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",DantexInwestycja deweloperska
2420,1-pokojowe mieszkanie 29m2 + balkon,Zapytaj o cenę1 pokój29.66 m²,,,,"ul. Namysłowska, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",DantexInwestycja deweloperska
2421,Atrakcyjne 3 pokojowe 55 m2 blisko metra,764 500 ,13 900 ,3 ,55  ,"Górce, Bemowo, Warszawa, mazowieckie",METROHOUSE WisłaBiuro nieruchomości
2422,Przytulne 3-pok mieszkanie na Białołęce Dworskiej,694 960 ,11 900 ,3 ,58.4  ,"ul. Przyjazna, Białołęka Dworska, Białołęka, Warszawa, mazowieckie",THE CapitalBiuro nieruchomości
2423,Bezpośrednio 2 pokoje 31m2 plus gratis 10m2,449 000 ,14 484 ,2 ,31  ,"Rakowiec, Ochota, Warszawa, mazowieckie",Oferta prywatna
2424,Okazja! Mieszkanie 3 pokojowe do remontu,569 000 ,10 518 ,3 ,54.1  ,"Gocław, Praga-Południe, Warszawa, mazowieckie",Victoria DesignBiuro nieruchomości
2425,dwa pokoje z oddzielną kuchnią i loggią,592 000 ,12 800 ,2 ,46.25  ,"ul. Marii Dąbrowskiej, Chomiczówka, Bielany, Warszawa, mazowieckie",Jazz HouseBiuro nieruchomości
2426,3pok| na3kw.2023| zielony Gocław| 13min do Centrum,"962 236,80 ",13 776 ,3 ,69.85  ,"Grochów, Praga-Południe, Warszawa, mazowieckie",Zewnętrzne Biuro Sprzedaży DeweloperskiejBiuro nieruchomości
2427,45m2 w świetnej cenie| Metro Kondratowicza 15min,597 104 ,13 400 ,2 ,44.56  ,"Bródno-Podgrodzie, Targówek, Warszawa, mazowieckie",Zewnętrzne Biuro Sprzedaży DeweloperskiejBiuro nieruchomości
2428,47m2+ogródek| Białołęka| super lokalizacja| cena!!,463 419 ,9900 ,3 ,46.81  ,"Grodzisk, Białołęka, Warszawa, mazowieckie",Zewnętrzne Biuro Sprzedaży DeweloperskiejBiuro nieruchomości
2429,Ostatnie 4 pokoje w inwestycji gotowe w tym roku.,560 000 ,9525 ,4 ,58.79  ,"Grodzisk, Białołęka, Warszawa, mazowieckie",Zewnętrzne Biuro Sprzedaży DeweloperskiejBiuro nieruchomości
2430,4pok| super miejsce| Metro 8min| dla rodzin|cena!,606 912 ,9600 ,4 ,63.22  ,"Grodzisk, Białołęka, Warszawa, mazowieckie",Zewnętrzne Biuro Sprzedaży DeweloperskiejBiuro nieruchomości
2431,"Atrakcyjne, bezczynszowe, 163m2 ogródek Ursynów.",1 870 000 ,11 472 ,4 ,163  ,"Wyczółki, Ursynów, Warszawa, mazowieckie",Sadyba MetrohouseBiuro nieruchomości
2432,Deweloperskie M4 - Balkon - zamknięte osiedle,731 500 ,8438 ,4 ,86.69  ,"ul. Piastowska, Piastów, pruszkowski, mazowieckie",ECS Piotr KaweckiBiuro nieruchomości
2433,2pok- 15min do Metra| super miejsce| cena!| prog2%,"554 272,50 ",13 150 ,2 ,42.15  ,"Bródno-Podgrodzie, Targówek, Warszawa, mazowieckie",Zewnętrzne Biuro Sprzedaży DeweloperskiejBiuro nieruchomości
2434,60m2| Metro Kondratowicza| super cena!| program 2%,756 920 ,12 700 ,3 ,59.6  ,"Bródno-Podgrodzie, Targówek, Warszawa, mazowieckie",Zewnętrzne Biuro Sprzedaży DeweloperskiejBiuro nieruchomości
2435,|1/2 Pokoje*Centrum*Od Zaraz*,720 000 ,17 349 ,2 ,41.5  ,"ul. Twarda, Mirów, Wola, Warszawa, mazowieckie",I DEALBiuro nieruchomości
2436,Kawalerka przy G. Mokotów,490 000 ,15 313 ,1 ,32  ,"Służew, Mokotów, Warszawa, mazowieckie",PURE ESTATESBiuro nieruchomości
2437,Muranów | 3 pok. | 73 m2 | do remontu | okazja,1 150 000 ,15 753 ,3 ,73  ,"Muranów, Śródmieście, Warszawa, mazowieckie",PURE ESTATESBiuro nieruchomości
2438,Piękne mieszkanie na Saskiej Kępie,824 000 ,17 167 ,2 ,48  ,"ul. Arabska, Saska Kępa, Praga-Południe, Warszawa, mazowieckie",Nieruchomości PlusBiuro nieruchomości
2439,Kawalerka na Saskiej kępie obok Francuskiej,690 000 ,20 909 ,1 ,33  ,"ul. Międzynarodowa, Saska Kępa, Praga-Południe, Warszawa, mazowieckie",Nieruchomości PlusBiuro nieruchomości
2440,Rozkładowe 4 pokoje na ulicy Belgradzkiej,999 000 ,13 482 ,4 ,74.1  ,"ul. Belgradzka, Natolin, Ursynów, Warszawa, mazowieckie",Trendy House Tomasz WycechBiuro nieruchomości
2441,Komfortowe mieszkanie 4-pokojowe z ogrodem 130m2,1 080 000 ,13 500 ,4 ,80  ,"ul. Ryżowa, Skorosze, Ursus, Warszawa, mazowieckie",Oferta prywatna
2442,Bezpośrednio Kawalerka z widokiem na Las Bielański,470 000 ,14 596 ,1 ,32.2  ,"Marymont-Kaskada, Bielany, Warszawa, mazowieckie",Oferta prywatna
2443,Piękne 3 pokoje Ursynów/Złoty Potok BEZPOŚREDNIO,1 549 000 ,20 703 ,3 ,74.82  ,"Pyry, Ursynów, Warszawa, mazowieckie",Oferta prywatna
2444,mieszkanie na Bielanach przy ul. Wrzeciono,590 000 ,17 879 ,1 ,33  ,"ul. Wrzeciono, Wrzeciono, Bielany, Warszawa, mazowieckie",PIÓREK HOUSEBiuro nieruchomości
2445,2 pokoje na Bemowie + Garaż i komórka,595 000 ,14 512 ,2 ,41  ,"ul. Dywizjonu 303 303, Górce, Bemowo, Warszawa, mazowieckie",REST NESTBiuro nieruchomości
2446,Gocław !!! Słoneczne mieszkanie z dużym balkonem,715 000 ,11 404 ,3 ,62.7  ,"Grochów, Praga-Południe, Warszawa, mazowieckie",Biuro Metrohouse Warszawa UrsusBiuro nieruchomości
2447,"Powiśle, ul. Śniegockiej, 3 pokoje przy Parku",2 700 000 ,27 000 ,3 ,100  ,"ul. Cecylii Śniegockiej, Solec, Śródmieście, Warszawa, mazowieckie",CORONA NIERUCHOMOŚCIBiuro nieruchomości
2448,Mieszkanie 3 pokojowe w Dzielnicy Wawer! OKAZJA!,744 226 ,11 900 ,3 ,62.54  ,"Międzylesie, Wawer, Warszawa, mazowieckie",NEUF Sp. z o.oBiuro nieruchomości
2449,2 pokojowe mieszkanie na Kabatach,700 000 ,15 038 ,2 ,46.55  ,"al. Aleja Komisji Edukacji Narodowej, Ursynów-Centrum, Ursynów, Warszawa, mazowieckie",Oferta prywatna
2450,Apartament Dla Konesera W Kameralnej Inwestycji,1 850 000 ,23 597 ,2 ,78.4  ,"ul. Grenadierów, Grochów, Praga-Południe, Warszawa, mazowieckie",Oferta prywatna
2451,Mieszkanie z potencjałem,490 000 ,11 807 ,2 ,41.5  ,"ul. Łojewska, Bródno-Podgrodzie, Targówek, Warszawa, mazowieckie",MAXON NieruchomościBiuro nieruchomości
2452,"Spokojne Mieszkanie 40m² + Balkon 11m², Rossiniego",599 999 ,14 940 ,2 ,40.16  ,"ul. Gioacchino Rossiniego 1, Kobiałka, Białołęka, Warszawa, mazowieckie",Oferta prywatna
2453,"Wysokie,kamienica, metro Stare Bielany",650 000 ,16 857 ,2 ,38.56  ,"Stare Bielany, Bielany, Warszawa, mazowieckie",Akces Nieruchomości Kamińska I. Sobański J.Biuro nieruchomości
2454,"Na Inwestycję I Do Zamieszkania, 3 Oddz. Pokoje",622 000 ,10 197 ,3 ,61  ,"ul. Zamiejska, Targówek Mieszkaniowy, Targówek, Warszawa, mazowieckie",Akces Nieruchomości Kamińska I. Sobański J.Biuro nieruchomości
2455,M4- 12min do Metra + Duży Ogród +taras,640 000 ,11 636 ,4 ,55  ,"ul. Lewandów, Grodzisk, Białołęka, Warszawa, mazowieckie",BSMBiuro nieruchomości
2456,"Mieszkanie, 110 m², Warszawa",1 896 000 ,17 236 ,4 ,110  ,"ul. Rozbrat, Solec, Śródmieście, Warszawa, mazowieckie","Biuro Obrotu Nieruchomościami ""Mrs.Residents""Biuro nieruchomości"
2457,Wykończone mieszkanie ze sprzętem AGD w cenie.,559 000 ,16 441 ,1 ,34  ,"ul. Posag 7 Panien, Szamoty, Ursus, Warszawa, mazowieckie",Oferta prywatna
2458,2- pokojowe 56m2 metro 6 min. pieszo BEZ PROWIZJI,869 000 ,15 457 ,2 ,56.22  ,"Ksawerów, Mokotów, Warszawa, mazowieckie",ProperteoBiuro nieruchomości
2459,"Miasteczko Wilanów, okazja!!!",1 468 500 ,16 500 ,3 ,89  ,"al. Aleja Wilanowska, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",VIVA INVESTBiuro nieruchomości
2460,Mieszkanie przy galerii mokotow,635 000 ,15 875 ,2 ,40  ,"rzymowskiego/sluzewiec, Stary Mokotów, Mokotów, Warszawa, mazowieckie",Oferta prywatna
2461,"1 pokojowe, 27,01m2, Saska Kępa ul. Lizbońska",428 000 ,15 846 ,1 ,27.01  ,"ul. Lizbońska, Saska Kępa, Praga-Południe, Warszawa, mazowieckie",Prodom NieruchomościBiuro nieruchomości
2462,- MIESZKANIE 3-POKOJOWE - Targówek - metro -,786 276 ,13 219 ,3 ,59.48  ,"Targówek Mieszkaniowy, Targówek, Warszawa, mazowieckie",ATAL S.A.Inwestycja deweloperska
2463,ZAKOŃCZONA Budowa I Odlicz 23% VAT,535 000 ,16 719 ,2 ,32  ,"Pyry, Ursynów, Warszawa, mazowieckie",Bezpośrednio Biuro Sprzedaży DeweloperaBiuro nieruchomości
2464,#3 pokoje #Pkp Ursus #Trasa S2,429 000 ,9226 ,3 ,46.5  ,"Niedźwiadek, Ursus, Warszawa, mazowieckie",I DEALBiuro nieruchomości
2465,Trzy pokoje przy metrze Ursynów,870 000 ,14 500 ,3 ,60  ,"ul. Koncertowa, Ursynów Północny, Ursynów, Warszawa, mazowieckie",TopBrokers.plBiuro nieruchomości
2466,Zarabiaj od dnia zakupu* APARTAMENT inwestycyjny,399 000 ,13 300 ,1 ,30  ,"Okęcie, Włochy, Warszawa, mazowieckie",Bezpośrednio Biuro Sprzedaży DeweloperaBiuro nieruchomości
2467,"Klimatyczne 2 - pokoje 58,73 m2 Warszawa Bemowo",998 000 ,16 993 ,2 ,58.73  ,"Ulrychów, Wola, Warszawa, mazowieckie",REALS Nieruchomości Sp. z o.o.Biuro nieruchomości
2468,Odbiór 1Q 2024 | Bezpieczny kredyt 2% | Okazja!!!,725 151 ,14 700 ,3 ,49.33  ,"ul. Warszawska, Gołąbki, Ursus, Warszawa, mazowieckie",Randall Investments sp. z o.o.Biuro nieruchomości
2469,Apartament 3 sypialnie Złota 44 na 43 piętrze,9 750 000 ,57 795 ,4 ,168.7  ,"ul. Złota, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",Oferta prywatna
2470,Gotowe 2 pokoje na Ursynowie,678 000 ,14 739 ,2 ,46  ,"ul. rtm. Witolda Pileckiego, Ursynów-Centrum, Ursynów, Warszawa, mazowieckie",MTARGET Sp. z o.o.Biuro nieruchomości
2471,"Mieszkanie od właściciela, 2 pok., Bielany, niedal",639 000 ,16 816 ,2 ,38  ,"ul. Heroldów, Młociny, Bielany, Warszawa, mazowieckie",Oferta prywatna
2472,"Mieszkanie na sprzedaż , Warszawa, Al. Wyścigowa",1 310 000 ,20 794 ,3 ,63  ,"Wierzbno, Mokotów, Warszawa, mazowieckie",Oferta prywatna
2473,Syndyk sprzeda mieszkanie w Warszawie,495 474 ,9584 ,2 ,51.7  ,"ul. Mieczysława Wolfkego, Bemowo-Lotnisko, Bemowo, Warszawa, mazowieckie",Oferta prywatna
2474,3 pokojowe rozkładowe z widną kuchnią i loggią,685 000 ,11 474 ,3 ,59.7  ,"ul. Anieli Krzywoń, Jelonki Południowe, Bemowo, Warszawa, mazowieckie",AD.DRĄGOWSKIBiuro nieruchomości
2475,NOWY ETAP W SPRZEDAŻY Eko Park Wawer III,969 000 ,7073 ,4 ,137  ,"Las, Wawer, Warszawa, mazowieckie",Oferta prywatna
2476,"39,3 m2 | 2 pok. | 1 p. | logia | Białołęka",489 967 ,12 467 ,2 ,39.3  ,"ul. Jana Husa, Dąbrówka Szlachecka, Białołęka, Warszawa, mazowieckie",Oferta prywatna
2477,⭐Premium⭐Apartament⭐Wysoka jakość⭐3 pokoje,1 627 900 ,22 300 ,3 ,73  ,"Powsinek, Wilanów, Warszawa, mazowieckie",Oferta prywatna
2478,Kawalerka na sprzedaż Żoliborz,450 000 ,18 750 ,1 ,24  ,"Stary Żoliborz, Żoliborz, Warszawa, mazowieckie",HOMEBiuro nieruchomości
2479,Z windą i tarasem w sercu Starego Żoliborza,2 990 000 ,31 421 ,4 ,95.16  ,"Stary Żoliborz, Żoliborz, Warszawa, mazowieckie",3 MetryBiuro nieruchomości
2480,3 pokojowe mieszkanie na Targówku przy metrze!,715 000 ,13 241 ,3 ,54  ,"ul. ks. Piotra Skargi, Targówek Mieszkaniowy, Targówek, Warszawa, mazowieckie",PIÓREK HOUSEBiuro nieruchomości
2481,Mieszkanie 47m2 - przy ul. Grochowskiej 87,781 110 ,16 500 ,2 ,47.34  ,"ul. Grochowska 87, Gocławek, Praga-Południe, Warszawa, mazowieckie",Oferta prywatna
2482,Sprzedam KAWALERKĘ na Targówku,398 315 ,14 500 ,1 ,27.47  ,"Zacisze, Targówek, Warszawa, mazowieckie",NEUF Sp. z o.oBiuro nieruchomości
2483,Piękne mieszkanie po remoncie z antresolą.,699 000 ,19 971 ,2 ,35  ,"ul. Konopacka, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",PIÓREK HOUSEBiuro nieruchomości
2484,Mieszkanie Warszawa ul. Tyśmienicka z kredytem 2 %,799 000 ,22 194 ,1 ,36  ,"ul. Tyśmienicka, Gocławek, Praga-Południe, Warszawa, mazowieckie",Biuro nieruchomości
2485,NOWE 2pok WYKOŃCZONE pod klucz| jest KW | blok2021,629 000 ,13 978 ,2 ,45  ,"Monteverdiego, Białołęka Dworska, Białołęka, Warszawa, mazowieckie",Oferta prywatna
2486,GOTOWE 75m2 + poddasze 90m2 ul. Tawułkowa 7ZC,730 000 ,6083 ,4 ,120  ,"Ogrody Tawułkowa ul. Tawułkowa, Miedzeszyn, Wawer, Warszawa, mazowieckie",Oferta prywatna
2487,Wykończone POD KLUCZ 75m2 + poddasze 90m2,999 000 ,8325 ,5 ,120  ,"ul. Tawułkowa 7X, Miedzeszyn, Wawer, Warszawa, mazowieckie",Oferta prywatna
2488,Piękne mieszkanie na Ochocie,699 000 ,19 417 ,2 ,36  ,"ul. Urbanistów 4, Szczęśliwice, Ochota, Warszawa, mazowieckie",Oferta prywatna
2489,"Klimatyczne studio po remoncie 37,3mkw",690 000 ,18 499 ,1 ,37.3  ,"ul. Białobrzeska, Szczęśliwice, Ochota, Warszawa, mazowieckie",Zaremscy NieruchomościBiuro nieruchomości
2490,Wyjątkowe 125m2 na Starym Mieście w Warszawie,2 980 000 ,23 728 ,5 ,125.59  ,"rynek Starego Miasta 4/6, Stare Miasto, Śródmieście, Warszawa, mazowieckie",Zaremscy NieruchomościBiuro nieruchomości
2491,"3w1! Warszawski skyline, cisza i 9min do metra!",1 150 000 ,22 158 ,2 ,51.9  ,"ul. Inflancka 11, Muranów, Śródmieście, Warszawa, mazowieckie",Eteria Consulting Sp. z o.o.Biuro nieruchomości
2492,Słoneczne mieszkanie w super lokalizacji,949 000 ,12 013 ,2 ,79  ,"ul. ppłk. Zbigniewa Stanisława Kiedacza, Ursynów-Centrum, Ursynów, Warszawa, mazowieckie",Oferta prywatna
2493,"Dembowskiego 7, METRO Stokłosy, gotowe na wynajem",677 777 ,12 812 ,5 ,52.9  ,"ul. Edwarda Dembowskiego, Ursynów Północny, Ursynów, Warszawa, mazowieckie",Oferta prywatna
2494,Klimatyczne Poddasze,790 000 ,11 286 ,3 ,70  ,"ul. Emila Zegadłowicza, Czyste, Wola, Warszawa, mazowieckie",Joy PropertiesBiuro nieruchomości
2495,5-pok. z balkonem i tarasem. 2x miejsce. Komórka,1 038 000 ,12 775 ,5 ,81.25  ,"ul. Józefa Mehoffera, Tarchomin, Białołęka, Warszawa, mazowieckie",Nieruchomości PlusBiuro nieruchomości
2496,Komfortowe mieszkanie dla rodziny. Garaż,754 800 ,11 266 ,3 ,67  ,"ul. Myśliborska, Tarchomin, Białołęka, Warszawa, mazowieckie",Nieruchomości PlusBiuro nieruchomości
2497,"Bezpośrednio 3 pokoje 58,40 m2 Przejezdna 11",694 960 ,11 900 ,3 ,58.4  ,"Białołęka Dworska, Białołęka, Warszawa, mazowieckie",Oferta prywatna
2498,Białołęka 3 pokoje BEZPOŚREDNIO!,694 278 ,12 900 ,3 ,53.82  ,"Nowodwory, Białołęka, Warszawa, mazowieckie",J.W.Construction Holding S.A.Biuro nieruchomości
2499,3pok tuż przy metrze i parku,615 000 ,12 813 ,3 ,48  ,"ul. Ludwika Kondratowicza, Bródno-Podgrodzie, Targówek, Warszawa, mazowieckie",Randall Investments sp. z o.o.Biuro nieruchomości
2500,Urokliwe mieszkanie Al. Jerozolimskie 145,895 000 ,19 537 ,2 ,45.81  ,"al. Aleje Jerozolimskie, Szczęśliwice, Ochota, Warszawa, mazowieckie",Prosperity BrokerBiuro nieruchomości
2501,"2 pokoje Gocław, Celownicza, rok 2021 Bezpośrednio",704 900 ,18 843 ,2 ,37.41  ,"ul. Celownicza, Gocław, Praga-Południe, Warszawa, mazowieckie",Oferta prywatna
2502,Gotowy Apartament_Taras _ 166 m2_ Dolny Mokotów,3 320 000 ,20 121 ,4 ,165  ,"Siekierki, Mokotów, Warszawa, mazowieckie",Expander AdvisorsBiuro nieruchomości
2503,Prywatny ogródek 26 m2 • Kameralne osiedle,778 000 ,18 524 ,2 ,42  ,"ul. Oś Królewska, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",Nieruchomości PlusBiuro nieruchomości
2504,Balkon 8m2 • Do wprowadzenia • Parking,595 000 ,15 658 ,1 ,38  ,"ul. Przy Forcie, Skorosze, Ursus, Warszawa, mazowieckie",Nieruchomości PlusBiuro nieruchomości
2505,Balkon • Do wejścia • Zielona okolica,475 000 ,14 844 ,1 ,32  ,"ul. Dorodna, Żerań, Białołęka, Warszawa, mazowieckie",Nieruchomości PlusBiuro nieruchomości
2506,Kawalerka Bielany Blisko Metra Sprzedaż,449 000 ,16 327 ,1 ,27.5  ,"ul. Władysława Broniewskiego, Piaski, Bielany, Warszawa, mazowieckie",Great HomeBiuro nieruchomości
2507,Komfortowe mieszkanie ul. Kopińska,930 000 ,19 231 ,2 ,48.36  ,"ul. Kopińska, Stara Ochota, Ochota, Warszawa, mazowieckie",Prosperity BrokerBiuro nieruchomości
2508,Apartament glamour 68 m2 3 pokoje Ursynów,1 250 000 ,18 382 ,3 ,68  ,"ul. Taneczna, Grabów, Ursynów, Warszawa, mazowieckie",Biuro nieruchomości
2509,Warszawa Śródmieście ul Długa 2-3 pokoje sprzedam,1 199 000 ,21 221 ,3 ,56.5  ,"Muranów, Śródmieście, Warszawa, mazowieckie",Biuro nieruchomości
2510,4-pokojowe mieszkanie 93m2 + loggia Bezpośrednio,1 898 000 ,20 265 ,4 ,93.66  ,"ul. Domaniewska 24, Ksawerów, Mokotów, Warszawa, mazowieckie",Matexi PolskaInwestycja deweloperska
2511,"Bezpośrednio 3 pok,58.51 m2 Przejezdna",696 269 ,11 900 ,3 ,58.51  ,"Białołęka Dworska, Białołęka, Warszawa, mazowieckie",Oferta prywatna
2512,"Wysoki standard, Apartament na Woli",1 400 000 ,25 022 ,3 ,55.95  ,"ul. Stańczyka, Odolany, Wola, Warszawa, mazowieckie",THE CapitalBiuro nieruchomości
2513,"Rondo Daszyńskiego-Cesja- 34,66 m2 -opcja 2 pokoje",925 000 ,26 429 ,2 ,35  ,"ul. Prosta, Czyste, Wola, Warszawa, mazowieckie",Damian Żygoń InSpaceBiuro nieruchomości
2514,"M3 45,94 m2 Warszawa Włochy winda- garaż w cenie",650 000 ,14 149 ,2 ,45.94  ,"ul. Fasolowa 13, Stare Włochy, Włochy, Warszawa, mazowieckie",Łódzkie Centrum NieruchomościBiuro nieruchomości
2515,Kawalerka na Ochocie przy parku!,525 000 ,20 192 ,1 ,26  ,"ul. Karola Dickensa, Szczęśliwice, Ochota, Warszawa, mazowieckie",SDP NieruchomościBiuro nieruchomości
2516,"Wola, 2 pok. 38m2, Górczewska metro Ks. Janusza",795 000 ,20 921 ,2 ,38  ,"ul. Górczewska, Koło, Wola, Warszawa, mazowieckie",Oferta prywatna
2517,"Kawalerka 29m2 na Mokotowie, Metro",525 000 ,18 103 ,1 ,29  ,"ul. Kielecka, Stary Mokotów, Mokotów, Warszawa, mazowieckie",SDP NieruchomościBiuro nieruchomości
2518,8 min do Centrum! Do wejścia! 1 pokój + piwnica,560 000 ,17 500 ,1 ,32  ,"ul. Baśniowa, Stara Ochota, Ochota, Warszawa, mazowieckie",SDP NieruchomościBiuro nieruchomości
2519,3-pokojowe mieszkanie przy stacji metra Szwedzka,625 000 ,12 961 ,3 ,48.22  ,"ul. Bródnowska, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",Twój Dom Biuro NieruchomościBiuro nieruchomości
2520,PL/EN Pierwsza linia Świętokrzyska widok na Pałac,1 550 000 ,31 000 ,2 ,50  ,"ul. Świętokrzyska, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",Oferta prywatna
2521,"Bezpośrednio, 3 pokoje + garaż, Osiedle Wilno",870 000 ,14 262 ,3 ,61  ,"Zacisze, Targówek, Warszawa, mazowieckie",Oferta prywatna
2522,Nowe mieszkanie 3-pokojowe na Mokotowie BEZ PCC!,1 181 385 ,20 250 ,3 ,58.34  ,"Sielce, Mokotów, Warszawa, mazowieckie",NEUF Sp. z o.oBiuro nieruchomości
