,Listing,Price,SQMUP,Room Info,Area,Location,Ads
1004,"Przy metrze Natolin 53m +5m kom. lok, 2 pok.,ciche",830 000 ,15 660 ,2 ,53  ,"al. Aleja Komisji Edukacji Narodowej, Natolin, Ursynów, Warszawa, mazowieckie",Inwestycja deweloperska
1005,Przytulne mieszkanie z antresolą- Stary Mokotów,690 000 ,24 910 ,1 ,27.7  ,"Stary Mokotów, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
1006,BEZPOŚREDNIO – Wykończony Apartament,4 100 000 ,24 699 ,4 ,166  ,"ul. Bergamotki, Stegny, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
1007,"Bezpośrednio 57,5 m/kw 2 pokoje",730 000 ,12 696 ,2 ,57.5  ,"Zacisze, Targówek, Warszawa, mazowieckie",Biuro nieruchomości
1008,3-POKOJOWE MIESZKANIE - Nowe Osiedle Płochocińska,567 670 ,8968 ,3 ,63.3  ,"ul. Płochocińska, Szamocin, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
1009,"Nowoczesne mieszkanie, Dzielnica 19",1 020 000 ,29 002 ,2 ,35.17  ,"ul. Kolejowa 43, Czyste, Wola, Warszawa, mazowieckie",Biuro nieruchomości
1010,"Saska Kępa, ładne 3 pokoje kamienica z ogrodem",1 300 000 ,23 636 ,3 ,55  ,"Saska Kępa, Praga-Południe, Warszawa, mazowieckie",Biuro nieruchomości
1011,Kawalerka na Muranowie,550 000 ,19 573 ,1 ,28.1  ,"ul. Stanisława Dubois, Muranów, Śródmieście, Warszawa, mazowieckie",Biuro nieruchomości
1012,PROMOCJA - Nowoczesne Falenica - Południowo-Zach.,648 000 ,13 500 ,2 ,48  ,"ul. Jagienki, Falenica, Wawer, Warszawa, mazowieckie",Biuro nieruchomości
1013,"2 pokoje, klucze na już, bez Pcc",491 479 ,11 999 ,2 ,40.96  ,"Silnikowa, Szamoty, Ursus, Warszawa, mazowieckie",Biuro nieruchomości
1014,"3 pokoje, od zaraz; garaż",895 000 ,15 691 ,3 ,57.04  ,"ul. Makolągwy, Stary Imielin, Ursynów, Warszawa, mazowieckie",Biuro nieruchomości
1015,PROMOCJA - Prestiżowy DOM MORSKI na Mokotowie,665 000 ,18 472 ,2 ,36  ,"ul. Bukowińska, Ksawerów, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
1016,Nowa inwestycja - widok na zieleń - r. Daszyńskieg,2 499 000 ,23 800 ,4 ,105  ,"ul. Ludwiki, Czyste, Wola, Warszawa, mazowieckie",Inwestycja deweloperska
1017,Nowa inwestycja r. Daszyńskiego Klucze W Tym Roku,1 999 000 ,22 211 ,4 ,90  ,"ul. Ludwiki, Czyste, Wola, Warszawa, mazowieckie",Inwestycja deweloperska
1018,Klucze W Tym Roku- Nowa inwestycja - taras 45m2,2 995 000 ,25 598 ,4 ,117  ,"ul. Ludwiki, Czyste, Wola, Warszawa, mazowieckie",Biuro nieruchomości
1019,Piękne z potencjałem 4 pokoje na Pradze-Południe,1 288 000 ,12 880 ,4 ,100  ,"ul. Perkuna, Gocław, Praga-Południe, Warszawa, mazowieckie",Biuro nieruchomości
1020,2-pokojowe mieszkanie 45m2 + balkon Bezpośrednio,683 000 ,15 031 ,2 ,45.44  ,"ul. Optyków, Gocław, Praga-Południe, Warszawa, mazowieckie",Biuro nieruchomości
1021,1-pokojowe mieszkanie 30m2 + balkon Bez Prowizji,471 000 ,15 596 ,1 ,30.2  ,"ul. Optyków, Gocław, Praga-Południe, Warszawa, mazowieckie",Biuro nieruchomości
1022,Okazja I W pełni wyposażone I Nowoczesne osiedle,599 000 ,12 224 ,2 ,49  ,"Dąbrówka Szlachecka, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
1023,Apartament 235m2 - stary Wilanów z basenem!,3 295 000 ,14 021 ,5 ,235  ,"Wilanów Królewski, Wilanów, Warszawa, mazowieckie",Biuro nieruchomości
1024,PROMOCJA - Nowoczesne mieszkanie w POINT HOUSE,940 000 ,16 491 ,2 ,57  ,"al. Aleja Wyścigowa, Służew, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
1025,Dwupokojowe mieszkanie w Dworku z 1860 roku !,820 000 ,17 458 ,2 ,46.97  ,"ul. Radzymińska, Szmulowizna, Praga-Północ, Warszawa, mazowieckie",Biuro nieruchomości
1026,3-pok. mieszkanie z lat 50. Muranów,879 000 ,13 406 ,3 ,65.57  ,"al. Aleja ""Solidarności"", Muranów, Śródmieście, Warszawa, mazowieckie",Biuro nieruchomości
1027,"Apartament 3 pok, 60m, Czerniakowska / Al. PW cesj",1 165 000 ,19 423 ,3 ,59.98  ,"ul. Jurija Gagarina, Czerniaków, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
1028,Mieszkanie na Ursusie z pięknym widokiem z balkonu,615 000 ,13 312 ,2 ,46.2  ,"ul. Józefa Chełmońskiego, Stare Włochy, Włochy, Warszawa, mazowieckie",Biuro nieruchomości
1029,2-pokojowy apartament z dużym tarasem,980 000 ,25 789 ,2 ,38  ,"ul. Marcina Kasprzaka, Odolany, Wola, Warszawa, mazowieckie",Biuro nieruchomości
1030,Luksusowy apartament z tarasem30m2 w Samym Centrum,2 139 000 ,28 999 ,3 ,73.76  ,"Juliana Konstantego Ordona, Odolany, Wola, Warszawa, mazowieckie",Biuro nieruchomości
1031,Mieszkanie - Warszawa Bemowo,860 000 ,15 009 ,3 ,57.3  ,"ul. Narwik, Górce, Bemowo, Warszawa, mazowieckie",Biuro nieruchomości
1032,Mokotów | 4 pokoje | osobna kuchnia,980 000 ,15 556 ,4 ,63  ,"Służew, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
1033,50 m2 | inwestycja premium | wysoki standard,1 300 000 ,25 912 ,2 ,50.17  ,"Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie",Biuro nieruchomości
1034,Mieszkanie z możliwością wydzielenia 2 pokoju,630 000 ,15 633 ,2 ,40.3  ,"al. Aleja Stanów Zjednoczonych, Grochów, Praga-Południe, Warszawa, mazowieckie",Biuro nieruchomości
1035,Pełna oferta*Blisko Nowej linii Metra,1 549 400 ,16 666 ,5 ,92.97  ,"Gocław, Praga-Południe, Warszawa, mazowieckie",Biuro nieruchomości
1036,Plastyczne trzypokojowe mieszkanie na Ksawerowie,1 200 000 ,15 228 ,3 ,78.8  ,"ul. Domaniewska, Ksawerów, Mokotów, Warszawa, mazowieckie",Inwestycja deweloperska
1037,Czteropokojowy apartament w kameralnym budynku,1 060 000 ,10 495 ,4 ,101  ,"Pyry, Ursynów, Warszawa, mazowieckie",Biuro nieruchomości
1038,2 pokoje z Tarasem Kabaty,843 300 ,18 230 ,2 ,46.26  ,"ul. Batystowa, Kabaty, Ursynów, Warszawa, mazowieckie",Biuro nieruchomości
1039,Ostatnie mieszkania*Blisko Nowej linii Metra,878 400 ,14 574 ,3 ,60.27  ,"Gocław, Praga-Południe, Warszawa, mazowieckie",Biuro nieruchomości
1040,PROMOCJA - Przestronne mieszkanie w Triton Park,1 999 800 ,16 500 ,3 ,121.2  ,"ul. Grójecka, Szczęśliwice, Ochota, Warszawa, mazowieckie",Biuro nieruchomości
1041,Przytulny 154m Apartament w Wilanowie z ogrodem!,1 990 000 ,12 922 ,4 ,154  ,"Powsin, Wilanów, Warszawa, mazowieckie",Biuro nieruchomości
1042,4-pokojowe mieszkanie 110m2 + balkon,1 766 880 ,16 000 ,4 ,110.43  ,"ul. Figowa, Siekierki, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
1043,"Sprzedam mieszkanie Gocław, Praga południe",830 000 ,12 769 ,3 ,65  ,"ul. Tadeusza Rechniewskiego, Gocław, Praga-Południe, Warszawa, mazowieckie",Biuro nieruchomości
1044,Pełna oferta*Blisko Nowej linii Metra,730 100 ,15 287 ,2 ,47.76  ,"Gocław, Praga-Południe, Warszawa, mazowieckie",Biuro nieruchomości
1045,0% комиссии / 3-х комнатная квартира,694 407 ,12 900 ,3 ,53.83  ,"ul. Aluzyjna, Nowodwory, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
1046,Pełna oferta*Blisko Nowej linii Metra,522 800 ,17 311 ,1 ,30.2  ,"Gocław, Praga-Południe, Warszawa, mazowieckie",Biuro nieruchomości
1047,"3 pokoje 40,92m2 + ogród, w centrum, wyposażone",850 000 ,20 772 ,3 ,40.92  ,"ul. Kaliszówka, Wawrzyszew, Bielany, Warszawa, mazowieckie",Biuro nieruchomości
1048,"Deweloperskie, 126m2+120m2, 1 min do Metro Zacisze",1 699 000 ,13 484 ,5 ,126  ,"ul. Krośniewicka, Zacisze, Targówek, Warszawa, mazowieckie",Biuro nieruchomości
1049,Nowa kawalerka 28m2 Rytm Kabaty Garaż,569 000 ,20 850 ,1 ,27.29  ,"ul. Jerzego Iwanowa-Szajnowicza, Kabaty, Ursynów, Warszawa, mazowieckie",Biuro nieruchomości
1050,Przytulne 2-dwupokojowe przy metrze Imielin,858 000 ,18 652 ,2 ,46  ,"ul. Stanisława Kulczyńskiego, Ursynów-Centrum, Ursynów, Warszawa, mazowieckie",Biuro nieruchomości
1051,"107,26m2, 4 pokoje, dwupoziomowe, 3 balkony, garaż",869 000 ,8102 ,4 ,107.26  ,"ul. Poczty Gdańskiej, Czechowice, Ursus, Warszawa, mazowieckie",Biuro nieruchomości
1052,"Gotowe do wprowadzenia 3 pokoje, Białołęka 2014",689 000 ,10 158 ,3 ,67.83  ,"ul. Gioacchino Rossiniego, Kobiałka, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
1053,Okazja/Metro/Kawalerka/29m2/Piwnica/Balkon,419 000 ,14 448 ,1 ,29  ,"ul. Wawrzyńca Żuławskiego, Wyględów, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
1054,Przestronna kawalerka bezpośrednio na Bemowie,550 000 ,15 278 ,1 ,36  ,"ul. Dywizjonu 303 303, Górce, Bemowo, Warszawa, mazowieckie",Biuro nieruchomości
1055,"Przytulne 3 pokoje| Balkon 16,5 m2 | Metro Młociny",1 175 000 ,15 394 ,3 ,76.33  ,"ul. Wólczyńska 63, Chomiczówka, Bielany, Warszawa, mazowieckie",Biuro nieruchomości
1056,Trzypokojowe od już na Mehoffera.,620 000 ,10 000 ,3 ,62  ,"ul. Józefa Mehoffera, Dąbrówka Szlachecka, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
1057,4 sypialni z balkonem nowy budynek - ul.Ochocka,690 000 ,11 311 ,4 ,61  ,"ul. Ochocka, Czechowice, Ursus, Warszawa, mazowieckie",Biuro nieruchomości
1058,4 pokojowe na Białołęce 2 ogródki obok tramwaju,832 400 ,11 496 ,4 ,72.41  ,"ul. Talarowa, Tarchomin, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
1059,4 pokojowe na Białołęce balkon obok tramwaju,828 300 ,12 076 ,4 ,68.59  ,"ul. Talarowa, Tarchomin, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
1060,Nowoczesny apartament Mokotów ul. Magazynowa 11,1 600 000 ,19 692 ,4 ,81.25  ,"Ksawerów, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
1061,"Przy Metrze, 2/3pok. 43,33 OKAZJA!",649 000 ,14 978 ,2 ,43.33  ,"ul. Batalionu AK ""Parasol"", Ulrychów, Wola, Warszawa, mazowieckie",Biuro nieruchomości
1062,"Wysokie, po remoncie w świetnej lokalizacji!",863 500 ,15 991 ,2 ,54  ,"ul. Bitwy Warszawskiej 1920 r., Szczęśliwice, Ochota, Warszawa, mazowieckie",Biuro nieruchomości
1063,Gotowe do zamieszkania! 21m2 w centrum Warszawy.,549 000 ,26 143 ,1 ,21  ,"Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",Biuro nieruchomości
1064,"tapety i sztukaterie, liczne zabudowy stolarskie,",1 643 000 ,21 064 ,3 ,78  ,"Powsinek, Wilanów, Warszawa, mazowieckie",Biuro nieruchomości
1065,2 Pokoje Przy Lesie Anecin 33M2,440 000 ,13 333 ,2 ,33  ,"Tarchomin, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
1066,4 pokoje z balkonem!,1 397 000 ,18 627 ,4 ,75  ,"Służewiec, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
1067,Mieszkanie do remontu 57 m2 Puławska OKAZJA !,778 000 ,13 721 ,3 ,56.7  ,"Puławska 87/89, Stary Mokotów, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
1068,Bezpośrednio mieszkanie Wilanów Zawady 51m2,943 500 ,18 500 ,2 ,51  ,"Zawady, Wilanów, Warszawa, mazowieckie",Biuro nieruchomości
1069,"Apartament Miasteczko Wilanów, ul. Kieślowskiego",1 130 000 ,22 376 ,2 ,50.5  ,"ul. Krzysztofa Kieślowskiego, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",Biuro nieruchomości
1070,Mieszkanie do drobnego remontu,860 000 ,16 538 ,2 ,52  ,"al. Aleja Komisji Edukacji Narodowej, Ursynów-Centrum, Ursynów, Warszawa, mazowieckie",Biuro nieruchomości
1071,Piękne i ciche mieszkanie na Mokotowie,860 000 ,20 164 ,2 ,42.65  ,"ul. Komputerowa, Służewiec, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
1072,"3 pokoje, Suwalska ,blisko metra",520 000 ,11 064 ,3 ,47  ,"Targówek Mieszkaniowy, Targówek, Warszawa, mazowieckie",Biuro nieruchomości
1073,2 pokoje Apartamentowiec Wawer BEZPOŚREDNIO!,650 000 ,16 844 ,2 ,38.59  ,"Wawer, Wawer, Warszawa, mazowieckie",Biuro nieruchomości
1074,"Bezpośrednio, 2 pokoje, Stary Mokotów!!!",829 000 ,23 028 ,2 ,36  ,"ul. Wiśniowa, Stary Mokotów, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
1075,Nowe 2-pok mieszkanie 41m2 +balkon Bez Prowizji,990 000 ,24 146 ,2 ,41  ,"ul. Jana Kazimierza 27a, Odolany, Wola, Warszawa, mazowieckie",Biuro nieruchomości
1076,Ciche mieszkanie na starym Mokotowie,870 000 ,14 055 ,4 ,61.9  ,"Wierzbno, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
1077,3 pokojowe na Białołęce balkon obok tramwaju,643 700 ,11 927 ,3 ,53.97  ,"ul. Talarowa, Tarchomin, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
1078,4 pokojowe na Białołęce balkon obok tramwaju,809 900 ,11 811 ,4 ,68.57  ,"ul. Talarowa, Tarchomin, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
1079,3 pokojowe na Białołęce duży ogród obok tramwaju,775 200 ,12 493 ,3 ,62.05  ,"ul. Talarowa, Tarchomin, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
1080,"Złota 81, 32,6m2 stylowe mieszkanie 2-pokojowe",650 000 ,19 939 ,2 ,32.6  ,"ul. Złota 81, Mirów, Wola, Warszawa, mazowieckie",Biuro nieruchomości
1081,3 pokoje w centrum Warszawy,899 000 ,16 930 ,3 ,53.1  ,"Mirów, Wola, Warszawa, mazowieckie",Biuro nieruchomości
1082,3 pokoje - Komfortowe mieszkanie - ulica Sarmacka,1 245 000 ,18 336 ,3 ,67.9  ,"ul. Sarmacka 28a, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",Biuro nieruchomości
1083,Nowoczesny Dom z Wysokim Standardem,960 000 ,23 415 ,2 ,41  ,"ul. Jana Kazimierza, Odolany, Wola, Warszawa, mazowieckie",Biuro nieruchomości
1084,kawalerka z loggią oraz parkingiem,399 000 ,13 759 ,1 ,29  ,"ul. Podłużna, Grodzisk, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
1085,"Funkcjonalny rozkład, południowy zachód,",580 136 ,11 739 ,3 ,49.42  ,"ul. Herbu Oksza, Szamoty, Ursus, Warszawa, mazowieckie",Biuro nieruchomości
1086,"Loft - antresola, dwa poziomy. Gotowa Inwestycja",640 464 ,8800 ,4 ,72.78  ,"ul. Małych Dębów, Brzeziny, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
1087,Cichy apartament w kamienicy w samym sercu stolicy,1 559 000 ,18 395 ,4 ,84.75  ,"ul. Sienna, Mirów, Wola, Warszawa, mazowieckie",Biuro nieruchomości
1088,"3 pokoje, możliwość kredytu BK2%",664 000 ,15 346 ,3 ,43.27  ,"ul. Posag 7 Panien, Szamoty, Ursus, Warszawa, mazowieckie",Inwestycja deweloperska
1089,Apartament 91 m2 na Mokotowie,1 590 000 ,17 532 ,4 ,90.69  ,"ul. św. Bonifacego, Stegny, Mokotów, Warszawa, mazowieckie",Inwestycja deweloperska
1090,"Duże mieszkanie, przytulne Bielany, przy Metrze",650 000 ,15 584 ,2 ,41.71  ,"Piaski, Bielany, Warszawa, mazowieckie",Inwestycja deweloperska
1091,Przytulne-Idealne dla rodziny z dziećmi/balkon,699 999 ,11 964 ,3 ,58.51  ,"Kobiałka, Białołęka, Warszawa, mazowieckie",Inwestycja deweloperska
1092,"Kawalerka z pięknym widokiem, Ursynów, super cena!",399 000 ,13 168 ,1 ,30.3  ,"ul. Marii Grzegorzewskiej, Ursynów-Centrum, Ursynów, Warszawa, mazowieckie",Biuro nieruchomości
1093,Ciche. Słoneczne. System 20/80. Balkon ponad 9m2,569 000 ,15 806 ,2 ,36  ,"ul. Marynin, Górce, Bemowo, Warszawa, mazowieckie",Biuro nieruchomości
1094,Wyjątkowy dwupoziomowy apartament 110 m2 + taras,1 750 000 ,15 909 ,4 ,110  ,"Zacisze, Targówek, Warszawa, mazowieckie",Biuro nieruchomości
1095,Trzypokojowe mieszkanie blisko staji PKP,821 044 ,14 200 ,3 ,57.82  ,"Raków, Włochy, Warszawa, mazowieckie",Biuro nieruchomości
1096,Nowa inwestycja r. Daszyńskiego Klucze W Tym Roku,1 599 000 ,23 866 ,3 ,67  ,"ul. Ludwiki, Czyste, Wola, Warszawa, mazowieckie",Biuro nieruchomości
1097,3 pokoje w Kamienicy Śródmieście,977 000 ,17 764 ,3 ,55  ,"ul. Królewska, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",Biuro nieruchomości
1098,"Gotowe na już, piękne - 2 pokoje, ogródek!",554 000 ,15 389 ,2 ,36  ,"ul. Jutrzenki, Salomea, Włochy, Warszawa, mazowieckie",Inwestycja deweloperska
1099,Dwupoziomowe | doskonała lokalizacja | super układ,810 000 ,9842 ,4 ,82.3  ,"ul. Wał Miedzeszyński, Zerzeń, Wawer, Warszawa, mazowieckie",Biuro nieruchomości
1100,5-pokojowe mieszkanie 92m2 + 2 balkony,1 489 000 ,16 016 ,5 ,92.97  ,"ul. Optyków, Gocław, Praga-Południe, Warszawa, mazowieckie",Biuro nieruchomości
1101,3-pokojowe mieszkanie 60m2 + 2 balkony,788 000 ,13 074 ,3 ,60.27  ,"ul. Optyków, Gocław, Praga-Południe, Warszawa, mazowieckie",Biuro nieruchomości
1102,2-pokojowe mieszkanie 34m2 + taras Bezpośrednio,636 000 ,18 440 ,2 ,34.49  ,"ul. Optyków, Gocław, Praga-Południe, Warszawa, mazowieckie",Biuro nieruchomości
1103,1-pokojowe mieszkanie 29m2 + balkon Bez Prowizji,479 000 ,16 215 ,1 ,29.54  ,"ul. Optyków, Gocław, Praga-Południe, Warszawa, mazowieckie",Biuro nieruchomości
1104,3 pokoje Kasprzaka,1 250 000 ,23 585 ,3 ,53  ,"ul. Marcina Kasprzaka, Czyste, Wola, Warszawa, mazowieckie",Biuro nieruchomości
1105,Mieszkanie w nowoczesnym budownictwie,850 000 ,15 371 ,2 ,55.3  ,"ul. Konstancińska, Sadyba, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
1106,Bezpośrednio 2- pokojowe mieszkanie ul.Grzybowska,639 000 ,16 385 ,2 ,39  ,"Grzybowska 6/10, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",Biuro nieruchomości
1107,Dobrze skomunikowane 3-pok. mieszkanie - Targówek,700 000 ,11 609 ,3 ,60.3  ,"Targówek Fabryczny, Targówek, Warszawa, mazowieckie",Biuro nieruchomości
1108,"3 pokoje, loggia, winda, Białołęka, ul. Aluzyjna",620 000 ,10 915 ,3 ,56.8  ,"ul. Aluzyjna, Nowodwory, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
1109,Kameralne dwa pokoje 54mkw z ogródkiem,654 000 ,12 111 ,2 ,54  ,"ul. Ostródzka, Grodzisk, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
1110,Metro Ursynów/Stokłosy 2 pokoje 55 m2,900 000 ,16 313 ,2 ,55.17  ,"al. Aleja Komisji Edukacji Narodowej 90, Ursynów-Centrum, Ursynów, Warszawa, mazowieckie",Biuro nieruchomości
1111,Mieszkanie dwupokojowe - Zielona Dolina II,450 000 ,13 636 ,2 ,33  ,"Białołęka Dworska, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
1112,Sprzedam bezpośrednio Ursynów Dunikowskiego,795 000 ,14 972 ,2 ,53.1  ,"ul. Xawerego Dunikowskiego, Ursynów Północny, Ursynów, Warszawa, mazowieckie",Biuro nieruchomości
1113,Mieszkanie dwupokojowe na parterze z ogródkiem,730 000 ,13 519 ,2 ,54  ,"ul. Korkowa 37, Marysin Wawerski, Wawer, Warszawa, mazowieckie",Biuro nieruchomości
1114,"Funkcjonalne trzy pokoje, Park Bródnowski, metro",645 000 ,11 989 ,3 ,53.8  ,"Bródno, Targówek, Warszawa, mazowieckie",Biuro nieruchomości
1115,3-pokojowe mieszkanie 69m2 + loggia,1 504 022 ,21 738 ,3 ,69.19  ,"ul. Mariana Zdziechowskiego, Ksawerów, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
1116,"Przy metrze Natolin 53m +5m kom. lok, 2 pok.,ciche",830 000 ,15 660 ,2 ,53  ,"al. Aleja Komisji Edukacji Narodowej, Natolin, Ursynów, Warszawa, mazowieckie",Biuro nieruchomości
1117,Przytulne mieszkanie z antresolą- Stary Mokotów,690 000 ,24 910 ,1 ,27.7  ,"Stary Mokotów, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
1118,"Mokotów, Stegny, 3pok, 73,39m2, ul. Pory 55, meble",1 419 000 ,19 335 ,3 ,73.39  ,"Stegny, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
1119,"Apartament InCity - wysoki standard, klimatyzacja",1 130 000 ,27 628 ,2 ,40.9  ,"ul. Siedmiogrodzka, Czyste, Wola, Warszawa, mazowieckie",Biuro nieruchomości
1120,Mieszkanie do remontu 57 m2 Puławska OKAZJA !,778 000 ,13 721 ,3 ,56.7  ,"Puławska 87/89, Stary Mokotów, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
1121,12min do Metra - 2-pokoje - blisko s8,419 100 ,12 316 ,2 ,34.03  ,"ul. Lewandów, Grodzisk, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
1122,Urządzone 2 pokoje z balkonem w super lokalizacji!,725 000 ,15 761 ,2 ,46  ,"ul. rtm. Witolda Pileckiego, Ursynów-Centrum, Ursynów, Warszawa, mazowieckie",Biuro nieruchomości
1123,Przestronne mieszkanie na Mokotowie Służewiec,1 400 000 ,18 182 ,3 ,77  ,"Służew, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
1124,Mieszkanie 3 pokoje Żerań,990 000 ,15 128 ,3 ,65.44  ,"Żerań, Białołęka, Warszawa, mazowieckie",Biuro nieruchomości
1125,Atrakcyjna Kawalerka: Super Lokalizacja,397 000 ,14 981 ,1 ,26.5  ,"ul. Żuromińska, Bródno, Targówek, Warszawa, mazowieckie",Biuro nieruchomości
1126,Mieszkanie 4 pokojowe wśród zieleni | Balkon,635 000 ,10 016 ,4 ,63.4  ,"Bródno, Targówek, Warszawa, mazowieckie",Biuro nieruchomości
1127,Wola | Łucka | 149 m2 | 4 pokoje,2 100 000 ,14 094 ,4 ,149  ,"ul. Łucka, Mirów, Wola, Warszawa, mazowieckie",Biuro nieruchomości
1128,Stary Mokotów | 99m2 | Widok na city | Taras,2 950 000 ,29 798 ,3 ,99  ,"ul. Łowicka, Stary Mokotów, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
1129,Noakowskiego | Przestronne 158m2 | Top lokalizacja,4 750 800 ,30 000 ,5 ,158.36  ,"ul. Stanisława Noakowskiego, Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",Biuro nieruchomości
1130,Mokotów | 124 m2 | Ogód - 145m2 | Widok na zieleń,3 348 810 ,27 007 ,4 ,124  ,"ul. Piaseczyńska, Sielce, Mokotów, Warszawa, mazowieckie",Biuro nieruchomości
1131,"Mieszkanie 1-pokojowe, duży balkon-Metro Natolin",605 000 ,17 894 ,1 ,33.81  ,"ul. Stryjeńskich, Natolin, Ursynów, Warszawa, mazowieckie",Biuro nieruchomości
1132,Nowe 2pok deweloperski garaż ogródek 100m2 taras,1 420 000 ,25 204 ,2 ,56.34  ,"ul. 29 Listopada, Ujazdów, Śródmieście, Warszawa, mazowieckie",Biuro nieruchomości
1133,Apartament Grzybowska Warszawa Centrum 197m2 garaż,3 500 000 ,17 766 ,4 ,197  ,"ul. Grzybowska, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",Biuro nieruchomości
